cluster	entry_ID
10312_0	10312_0
10314_0	10314_0
10315_0	10315_0
10316_0	10316_0
10317_0	10317_0
10319_0	10319_0
10320_0	10320_0
10321_0	10321_0
10322_0	10322_0
10323_0	10323_0
10324_0	10324_0
10324_0	10142_0
10325_0	10325_0
10326_0	10326_0
10327_0	10327_0
10328_0	10328_0
10329_0	10329_0
10330_0	10330_0
10333_0	10333_0
10334_0	10334_0
10335_0	10335_0
10336_0	10336_0
10337_0	10337_0
10338_0	10338_0
11000_0	11000_0
11001_0	11001_0
11009_0	11009_0
11010_1	11010_1
11011_0	11011_0
11011_0	5813_0
11013_0	11013_0
11017_0	11017_0
11018_0	11018_0
11018_0	15912_0
11018_0	16809_0
11018_0	18119_0
11019_0	11019_0
11019_0	11020_0
11019_0	17067_1
11019_0	17821_0
11024_0	11024_0
11024_0	15378_0
11028_0	11028_0
11028_0	11064_0
11028_0	26913_0
11029_0	11029_0
11030_0	11030_0
11031_0	11031_0
11033_0	11033_0
11033_0	11032_0
11034_0	11034_0
11035_0	11035_0
11035_0	11037_0
11035_0	27354_0
11036_0	11036_0
11040_0	11040_0
11040_0	15710_0
11041_0	11041_0
11042_0	11042_0
11050_0	11050_0
11050_0	11049_0
11051_0	11051_0
11051_0	4831_0
11051_0	7135_0
11051_0	7136_0
11051_0	11052_0
11051_0	11459_0
11051_0	11460_0
11051_0	11461_0
11051_0	11462_0
11051_0	15198_0
11051_0	18365_0
11051_0	18366_0
11051_0	18367_0
11051_0	18368_0
11051_0	18369_0
11051_0	18370_0
11051_0	LYSZ
11054_0	11054_0
11057_0	11057_0
11060_0	11060_0
11063_0	11063_0
11065_0	11065_0
11075_0	11075_0
11076_0	11076_0
11076_0	7248_0
11077_0	11077_0
11078_0	11078_0
11078_0	15356_0
11080_0	11080_0
11080_0	18864_0
11080_0	11080
11082_0	11082_0
11082_0	11081_0
11082_0	11153_0
11083_0	11083_0
11084_0	11084_0
11087_0	11087_0
11088_0	11088_0
11090_0	11090_0
11091_0	11091_0
11092_0	11092_0
11093_0	11093_0
11094_0	11094_0
11094_0	11095_0
11096_0	11096_0
11097_0	11097_0
11098_0	11098_0
11099_0	11099_0
11100_0	11100_0
11101_0	11101_0
10209_0	10209_0
10211_0	10211_0
10212_0	10212_0
10213_0	10213_0
10215_0	10215_0
10215_0	10214_0
10216_0	10216_0
10216_0	10185_0
10218_0	10218_0
10218_0	10227_0
10220_0	10220_0
10221_0	10221_0
10221_0	10173_0
10221_0	10151_0
10221_0	10156_0
10221_0	10167_0
10221_0	10168_0
10221_0	10172_0
10221_0	10174_0
10221_0	10187_0
10221_0	10188_0
10221_0	10199_0
10221_0	10205_0
10221_0	10207_0
10221_0	10217_0
10221_0	10222_0
10221_0	10223_0
10221_0	10230_0
10221_0	10233_0
10221_0	10234_0
10221_0	10304_0
10221_0	10305_0
10221_0	10310_0
10221_0	11167_0
10221_0	11168_0
10221_0	11386_0
10221_0	11387_0
10221_0	11393_0
10221_0	10210_0
10221_0	11239_0
10221_0	10186_0
10224_0	10224_0
10225_0	10225_0
10226_0	10226_0
10228_0	10228_0
10228_0	10190_0
10231_0	10231_0
10232_0	10232_0
10236_1	10236_1
10236_1	10235_0
10237_0	10237_0
10238_0	10238_0
10238_0	10239_0
10240_0	10240_0
10241_0	10241_0
10242_0	10242_0
10243_0	10243_0
10244_0	10244_0
10245_0	10245_0
10246_0	10246_0
10247_0	10247_0
10248_0	10248_0
10249_0	10249_0
10250_0	10250_0
10251_0	10251_0
10252_0	10252_0
10253_0	10253_0
10254_0	10254_0
10255_0	10255_0
10256_0	10256_0
10257_0	10257_0
10258_0	10258_0
10259_0	10259_0
10260_0	10260_0
10261_0	10261_0
10262_0	10262_0
10263_0	10263_0
10264_0	10264_0
10264_0	18185_0
10265_0	10265_0
10266_0	10266_0
10267_0	10267_0
10268_0	10268_0
10269_0	10269_0
10270_0	10270_0
10271_0	10271_0
10272_0	10272_0
10273_0	10273_0
10274_0	10274_0
10275_0	10275_0
10276_0	10276_0
10277_0	10277_0
10278_0	10278_0
10279_0	10279_0
10280_0	10280_0
10281_0	10281_0
10282_0	10282_0
10283_0	10283_0
10284_0	10284_0
10285_0	10285_0
10286_0	10286_0
10287_0	10287_0
10288_0	10288_0
10289_0	10289_0
10290_0	10290_0
10291_0	10291_0
10292_0	10292_0
10293_0	10293_0
10294_0	10294_0
10295_0	10295_0
10296_0	10296_0
10297_0	10297_0
10298_0	10298_0
10299_0	10299_0
10300_0	10300_0
10301_0	10301_0
10303_0	10303_0
10303_0	10175_0
10303_0	11394_0
10306_0	10306_0
10307_0	10307_0
10308_0	10308_0
10108_0	10108_0
10109_0	10109_0
10110_0	10110_0
10111_0	10111_0
10112_0	10112_0
10113_0	10113_0
10114_0	10114_0
10115_0	10115_0
10118_0	10118_0
10119_0	10119_0
10120_0	10120_0
10121_0	10121_0
10122_0	10122_0
10123_0	10123_0
10123_0	5902_0
10124_0	10124_0
10125_0	10125_0
10126_0	10126_0
10127_0	10127_0
10128_0	10128_0
10129_0	10129_0
10130_0	10130_0
10131_0	10131_0
10136_0	10136_0
10137_0	10137_0
10137_0	11062_0
10137_0	16874_0
10137_0	18473_0
10137_0	51128_0
10138_0	10138_0
10140_0	10140_0
10140_0	10139_0
10141_0	10141_0
10143_0	10143_0
10144_0	10144_0
10144_0	10145_0
10146_0	10146_0
10146_0	16002_0
10146_0	36097_0
10147_0	10147_0
10148_0	10148_0
10149_0	10149_0
10150_0	10150_0
10152_0	10152_0
10154_0	10154_0
10155_0	10155_0
10155_0	10153_0
10155_0	10204_0
10155_0	11169_0
10155_0	11171_0
10157_0	10157_0
10158_0	10158_0
10159_0	10159_0
10160_0	10160_0
10161_0	10161_0
10161_0	10331_0
10162_0	10162_0
10163_0	10163_0
10164_0	10164_0
10164_0	15593_0
10164_0	17421_0
10165_0	10165_0
50190_0	50190_0
50191_0	50191_0
50191_0	50187_0
50195_0	50195_0
50196_0	50196_0
50201_0	50201_0
50203_0	50203_0
50204_0	50204_0
50205_0	50205_0
50206_1	50206_1
50207_0	50207_0
50207_0	4177_0
50207_0	50208_0
50210_0	50210_0
50211_0	50211_0
50211_0	50192_0
50214_0	50214_0
50215_0	50215_0
50216_0	50216_0
50218_0	50218_0
50228_0	50228_0
50231_0	50231_0
50235_0	50235_0
50238_0	50238_0
50239_0	50239_0
50239_0	17435_0
50239_0	50240_0
50239_0	51390_0
50250_0	50250_0
50253_0	50253_0
50253_0	19114_0
50254_0	50254_0
50254_0	50255_0
50254_0	50257_0
50256_0	50256_0
50261_0	50261_0
50261_0	50241_0
50267_0	50267_0
50267_0	50260_0
50269_0	50269_0
50270_0	50270_0
50271_0	50271_0
50274_0	50274_0
50275_0	50275_0
50275_0	50273_0
50300_0	50300_0
50304_0	50304_0
50308_0	50308_0
50309_0	50309_0
50310_0	50310_0
50314_0	50314_0
50324_0	50324_0
50326_0	50326_0
50328_0	50328_0
50328_0	50360_0
50329_0	50329_0
50335_0	50335_0
50335_0	18352_0
50336_0	50336_0
50338_0	50338_0
50345_0	50345_0
50353_0	50353_0
50361_0	50361_0
50362_0	50362_0
50362_0	34344_0
50366_0	50366_0
50366_0	26803_0
50371_0	50371_0
50387_0	50387_0
50387_0	50422_0
50391_0	50391_0
50391_0	34534_0
50392_0	50392_0
50401_0	50401_0
50402_0	50402_0
50402_0	50259_0
50403_0	50403_0
50404_0	50404_0
50409_0	50409_0
50411_0	50411_0
50411_0	4136_0
50412_0	50412_0
50412_1	50412_1
50412_1	27895_0
50412_1	27916_0
50414_0	50414_0
50425_0	50425_0
50426_0	50426_0
50427_0	50427_0
50428_0	50428_0
50430_0	50430_0
50430_0	50431_0
50430_0	50432_0
50430_0	50433_0
50443_0	50443_0
50443_0	36426_0
50444_0	50444_0
50444_0	15531_0
50446_0	50446_0
50448_0	50448_0
50449_0	50449_0
50450_0	50450_0
50451_0	50451_0
50453_0	50453_0
50453_0	50452_0
50454_0	50454_0
50454_0	50455_0
50454_0	50456_0
50454_0	50457_0
50454_0	50458_0
50454_0	50459_0
50454_0	50460_0
50454_0	50461_0
50465_0	50465_0
50469_0	50469_0
50470_0	50470_0
50473_0	50473_0
50477_0	50477_0
50478_0	50478_0
50507_0	50507_0
50509_0	50509_0
50512_0	50512_0
50516_0	50516_0
50516_0	15618_0
50516_0	15469_0
50517_0	50517_0
50518_0	50518_0
50524_0	50524_0
50524_0	28061_0
50525_0	50525_0
50526_0	50526_0
50526_1	50526_1
50540_0	50540_0
50540_1	50540_1
50543_0	50543_0
50543_0	34570_0
50545_0	50545_0
50545_0	27034_0
50548_0	50548_0
50548_1	50548_1
50548_1	18165_0
50550_0	50550_0
50550_0	4384_0
50574_0	50574_0
50576_0	50576_0
50576_0	50476_0
50592_0	50592_0
50593_0	50593_0
50594_0	50594_0
50595_0	50595_0
50596_0	50596_0
50612_0	50612_0
50618_0	50618_0
50618_0	50619_0
50618_0	51710_0
50621_0	50621_0
50621_0	50513_0
50621_0	50622_0
50621_0	50725_0
50627_0	50627_0
50627_0	50628_0
50638_0	50638_0
50650_0	50650_0
50650_0	26748_0
50680_0	50680_0
50683_0	50683_0
50683_0	51831_0
50687_0	50687_0
50688_0	50688_0
50691_0	50691_0
50697_0	50697_0
50697_0	50733_0
50697_0	50735_0
50698_0	50698_0
50698_0	15814_0
50698_0	34249_0
50698_0	50702_0
50698_0	51028_0
50698_0	51075_0
50701_0	50701_0
50711_0	50711_0
50712_0	50712_0
50712_0	34409_0
50713_0	50713_0
50714_0	50714_0
50714_0	51833_0
50714_0	51834_0
50734_0	50734_0
50734_0	50745_0
50734_0	50734
50737_0	50737_0
50738_0	50738_0
50740_0	50740_0
50743_0	50743_0
50747_0	50747_0
50751_0	50751_0
50752_0	50752_0
50754_0	50754_0
50766_0	50766_0
50771_0	50771_0
50772_0	50772_0
50776_0	50776_0
50779_0	50779_0
50779_0	50778_0
50781_0	50781_0
50781_0	5665_0
50782_0	50782_0
50783_0	50783_0
50784_0	50784_0
50785_0	50785_0
50787_0	50787_0
50789_0	50789_0
50789_0	51683_0
50793_0	50793_0
50795_0	50795_0
50796_0	50796_0
50797_0	50797_0
50799_0	50799_0
50803_0	50803_0
50804_0	50804_0
50808_0	50808_0
50811_0	50811_0
50812_0	50812_0
50813_0	50813_0
50814_0	50814_0
50814_0	50815_0
50814_0	50816_0
50814_0	50817_0
50814_0	50818_0
50824_0	50824_0
50824_0	50825_0
50824_0	50826_0
50824_0	51239_0
50824_0	51240_0
50828_0	50828_0
50828_0	50827_0
50828_0	50829_0
50828_0	51290_0
50828_0	51291_0
50828_0	51292_0
50842_0	50842_0
50860_0	50860_0
50862_0	50862_0
50862_0	50861_0
50864_0	50864_0
50864_0	50863_0
50865_1	50865_1
50865_1	50866_0
50865_1	50867_1
50887_0	50887_0
50888_0	50888_0
50890_0	50890_0
50897_0	50897_0
50897_0	19584_0
50897_0	50898_0
50901_0	50901_0
50905_0	50905_0
50905_0	50904_0
50906_0	50906_0
50906_0	27475_0
50907_0	50907_0
50908_0	50908_0
50909_0	50909_0
50909_0	7280_0
50909_0	5654_0
50909_0	5875_0
50909_0	15283_0
50909_0	15380_0
50909_0	16627_0
50909_0	16873_0
50909_0	17810_0
50909_0	18397_0
50909_0	18531_0
50909_0	25909_0
50909_0	25910_0
50909_0	26630_0
50909_0	26632_0
50909_0	26716_0
50909_0	27030_0
50909_0	27031_0
50909_0	27032_0
50909_0	30088_0
50909_0	30220_0
50909_0	30221_0
50909_0	30222_0
50909_0	30223_0
50909_0	30532_0
50909_0	50910_0
50909_0	5839
50912_0	50912_0
50916_0	50916_0
50920_0	50920_0
50921_0	50921_0
50936_0	50936_0
50940_0	50940_0
50941_0	50941_0
50942_0	50942_0
50944_0	50944_0
50946_0	50946_0
50953_0	50953_0
50955_0	50955_0
50955_0	51379_0
50955_0	51659_0
50957_0	50957_0
50961_0	50961_0
50962_0	50962_0
50964_0	50964_0
50964_0	25479_0
50966_0	50966_0
50970_0	50970_0
50970_0	26657_0
50970_0	50393_0
50970_0	50394_0
50970_0	50395_0
50970_0	50396_0
50970_0	50397_0
50970_0	50971_0
50972_0	50972_0
50972_0	17148_0
50977_0	50977_0
50977_0	50976_0
50993_0	50993_0
50997_0	50997_0
51011_0	51011_0
51016_0	51016_0
51016_0	51015_0
51019_0	51019_0
51019_0	51018_0
51021_0	51021_0
51021_0	27307_0
51023_0	51023_0
51029_0	51029_0
51033_0	51033_0
51038_0	51038_0
51051_0	51051_0
51054_0	51054_0
51056_0	51056_0
51056_0	51055_0
51059_0	51059_0
51059_0	25224_0
51067_0	51067_0
51068_0	51068_0
51069_0	51069_0
51070_0	51070_0
51072_0	51072_0
51073_0	51073_0
51073_0	5973_0
51077_0	51077_0
51078_0	51078_0
51081_0	51081_0
51083_0	51083_0
51085_0	51085_0
51085_0	4779_0
51085_0	5953_0
51085_0	5954_0
51086_0	51086_0
51086_0	17276_0
51087_0	51087_0
51090_0	51090_0
51091_0	51091_0
51092_0	51092_0
51093_0	51093_0
51094_0	51094_0
51096_0	51096_0
51102_0	51102_0
51104_0	51104_0
51106_0	51106_0
51110_0	51110_0
51111_0	51111_0
51112_0	51112_0
51113_0	51113_0
51114_0	51114_0
51116_0	51116_0
51118_0	51118_0
51118_0	51117_0
51121_0	51121_0
51121_0	17665_0
51121_0	5744_0
51121_0	6968_0
51121_0	16342_0
51121_0	16904_0
51121_0	16939_0
51121_0	17214_0
51121_0	17648_0
51121_0	17649_0
51121_0	17654_0
51121_0	17910_0
51121_0	18207_0
51121_0	18208_0
51121_0	18232_0
51121_0	18857_0
51121_0	19257_0
51121_0	19337_0
51121_0	19338_0
51121_0	19344_0
51121_0	19345_0
51121_0	19346_0
51121_0	19347_0
51121_0	19348_0
51121_0	19349_0
51121_0	19350_0
51121_0	19351_0
51121_0	25227_0
51121_0	25228_0
51121_0	25518_0
51121_0	25535_0
51121_0	26557_0
51121_0	26890_0
51121_0	27074_0
51121_0	27076_0
51121_0	27348_0
51121_0	27586_0
51121_0	27796_0
51121_0	27900_0
51121_0	27901_0
51121_0	28045_0
51121_0	50746_0
51121_0	50852_0
51121_0	50895_0
51121_0	50896_0
51121_0	51120_0
51121_0	51633_0
51123_0	51123_0
51123_0	51122_0
51126_0	51126_0
51132_0	51132_0
51133_0	51133_0
51135_0	51135_0
51139_0	51139_0
51139_0	51130_0
51146_0	51146_0
51146_0	26709_0
51146_0	51145_0
51147_0	51147_0
51149_1	51149_1
51149_1	19080_1
51162_0	51162_0
51162_0	51160_0
51165_0	51165_0
51172_0	51172_0
51173_0	51173_0
51173_0	50118_0
51173_0	50114_0
51175_0	51175_0
51179_0	51179_0
51184_0	51184_0
51186_0	51186_0
51193_0	51193_0
51198_0	51198_0
51198_0	51200_0
51198_0	51202_0
51201_0	51201_0
51205_0	51205_0
51205_0	51204_0
51205_0	51207_0
51208_0	51208_0
51210_0	51210_0
51210_0	51209_0
51211_0	51211_0
51224_1	51224_1
51224_1	51223_0
51224_1	51305_0
51224_1	51306_0
51224_1	51307_0
51224_1	51308_0
51224_1	51309_0
51227_0	51227_0
51231_0	51231_0
51233_0	51233_0
51233_0	51232_0
51237_0	51237_0
51237_0	27498_0
51253_0	51253_0
51254_0	51254_0
51255_0	51255_0
51257_0	51257_0
51258_0	51258_0
51262_1	51262_1
51262_1	27457_0
51269_0	51269_0
51269_0	51270_0
51269_0	51271_0
51269_0	51272_0
51269_0	51273_0
51269_0	51274_0
51269_0	51275_0
51269_0	51276_0
51269_0	51277_0
51269_0	51278_0
51269_0	51279_0
51269_0	51280_0
51281_0	51281_0
51282_0	51282_0
51285_0	51285_0
51286_0	51286_0
51288_0	51288_0
51296_0	51296_0
51297_0	51297_0
51301_0	51301_0
51315_0	51315_0
51315_0	51314_0
51316_0	51316_0
51317_0	51317_0
51318_0	51318_0
51324_0	51324_0
51324_0	27473_0
51325_0	51325_0
51327_0	51327_0
51327_0	5923_0
51327_0	5925_0
51327_0	25500_0
51327_0	25501_0
51331_0	51331_0
51335_0	51335_0
51335_0	15274_0
51335_0	51334_0
51336_0	51336_0
51339_0	51339_0
51339_0	30901_0
51339_0	51338_0
51340_0	51340_0
51343_0	51343_0
51343_0	51344_0
51343_0	51345_0
51351_0	51351_0
51351_0	51356_0
51351_0	51358_0
51353_0	51353_0
51354_0	51354_0
51355_0	51355_0
51359_0	51359_0
51360_0	51360_0
51362_0	51362_0
51368_0	51368_0
51368_0	51370_0
51368_0	51371_0
51376_0	51376_0
51377_0	51377_0
51381_0	51381_0
51384_0	51384_0
51391_0	51391_0
51391_0	51284_0
51397_0	51397_0
51397_0	51396_0
51399_0	51399_0
51399_0	51398_0
51401_0	51401_0
51404_0	51404_0
51404_0	12032_0
51404_0	16376_0
51404_0	27539_0
51404_0	27541_0
51404_0	51403_0
51405_0	51405_0
51406_0	51406_0
51412_0	51412_0
51412_0	51169_0
51421_0	51421_0
51421_0	51420_0
51424_0	51424_0
51424_0	51423_0
51427_0	51427_0
51428_0	51428_0
51433_0	51433_0
51439_0	51439_0
51440_0	51440_0
51448_0	51448_0
51471_0	51471_0
51471_0	51470_0
51472_0	51472_0
51472_0	16694_1
51473_0	51473_0
18779_0	18779_0
18782_0	18782_0
18789_0	18789_0
18794_0	18794_0
18801_0	18801_0
18803_0	18803_0
18805_0	18805_0
18806_0	18806_0
18808_0	18808_0
18808_1	18808_1
18808_1	19034_0
18811_0	18811_0
18812_0	18812_0
18813_0	18813_0
18816_0	18816_0
18818_0	18818_0
18819_0	18819_0
18820_0	18820_0
18823_0	18823_0
18825_0	18825_0
18825_0	18824_0
18826_0	18826_0
18826_0	16637_0
18828_0	18828_0
18829_0	18829_0
18832_0	18832_0
18832_0	18327_0
18833_0	18833_0
18833_0	4123_0
18833_0	4124_0
18833_0	4516_0
18833_0	6091_0
18833_0	6092_0
18833_0	18834_0
18833_0	34688_0
18833_0	34689_0
18833_0	5937_0
18837_0	18837_0
18841_0	18841_0
18842_1	18842_1
18843_0	18843_0
18848_0	18848_0
18849_0	18849_0
18850_0	18850_0
18853_0	18853_0
18855_0	18855_0
18855_0	18836_0
18856_0	18856_0
18863_0	18863_0
18867_0	18867_0
18867_0	19644_0
18867_0	19645_0
18867_0	19648_0
18867_0	19649_0
18870_0	18870_0
18874_0	18874_0
18874_0	7210_0
18874_0	11354_0
18874_0	27654_0
18877_0	18877_0
18880_0	18880_0
18882_0	18882_0
18883_0	18883_0
18884_0	18884_0
18884_0	19650_0
18884_0	19651_0
18887_0	18887_0
18889_0	18889_0
18890_0	18890_0
18895_0	18895_0
18896_0	18896_0
18899_0	18899_0
18901_0	18901_0
18904_0	18904_0
18905_0	18905_0
18906_0	18906_0
18908_0	18908_0
18909_0	18909_0
18910_0	18910_0
18911_0	18911_0
18911_0	18900_0
18912_0	18912_0
18917_0	18917_0
18920_0	18920_0
18933_0	18933_0
18933_0	5010_0
18939_0	18939_0
18941_0	18941_0
18941_0	4553_0
18943_0	18943_0
18944_0	18944_0
18944_0	19511_0
18944_0	25849_0
18945_0	18945_0
18946_0	18946_0
18947_0	18947_0
18949_0	18949_0
18949_0	7091_0
18951_0	18951_0
18953_0	18953_0
18954_0	18954_0
18955_0	18955_0
18956_0	18956_0
18958_0	18958_0
18961_0	18961_0
18966_0	18966_0
18967_0	18967_0
18977_0	18977_0
18977_0	18228_0
18980_0	18980_0
18980_0	4781_1
18982_1	18982_1
18986_0	18986_0
18987_0	18987_0
18989_0	18989_0
18990_0	18990_0
18992_0	18992_0
18992_0	18991_0
18992_0	19273_0
18993_0	18993_0
18994_0	18994_0
19000_0	19000_0
19001_0	19001_0
19002_0	19002_0
19003_0	19003_0
19006_0	19006_0
19007_0	19007_0
19008_0	19008_0
19011_0	19011_0
19012_0	19012_0
19013_0	19013_0
19014_0	19014_0
19023_0	19023_0
19025_0	19025_0
19025_0	17937_0
19025_0	17938_0
19025_0	19031_0
19025_0	25005_0
19027_0	19027_0
19028_0	19028_0
19029_0	19029_0
19033_0	19033_0
19037_0	19037_0
19041_0	19041_0
19041_0	19531_0
19041_0	19532_0
19042_0	19042_0
19045_0	19045_0
19047_0	19047_0
19047_0	19048_0
19047_0	27564_0
19054_0	19054_0
19055_0	19055_0
19055_0	15225_0
19056_0	19056_0
19066_0	19066_0
19066_0	19254_0
19066_0	19255_0
19066_0	19256_0
19066_0	26541_0
19067_0	19067_0
19068_0	19068_0
19074_0	19074_0
19074_0	18963_0
19078_0	19078_0
19079_0	19079_0
19080_0	19080_0
19082_0	19082_0
19087_0	19087_0
19088_0	19088_0
19095_0	19095_0
19095_0	50523_0
19098_0	19098_0
19105_0	19105_0
19106_0	19106_0
19107_0	19107_0
19110_0	19110_0
19110_0	16448_0
19111_0	19111_0
19115_0	19115_0
19125_0	19125_0
19125_0	11463_1
19126_0	19126_0
19134_0	19134_0
19135_0	19135_0
19136_0	19136_0
19138_0	19138_0
19139_0	19139_0
19143_0	19143_0
19145_0	19145_0
19145_0	19144_0
19146_0	19146_0
19147_0	19147_0
19148_0	19148_0
19149_0	19149_0
19150_0	19150_0
19155_0	19155_0
19156_0	19156_0
19160_0	19160_0
19160_0	4098_0
19160_0	15429_0
19160_0	15433_0
19160_0	15434_0
19160_0	17302_0
19160_0	17303_0
19160_0	19188_0
19160_0	19189_0
19160_0	25333_0
19160_0	27129_0
19160_0	27136_0
19160_0	27509_0
19160_0	27510_0
19160_0	30477_0
19160_0	19189
19163_0	19163_0
19163_0	18190_0
19164_0	19164_0
19165_0	19165_0
19165_0	27693_0
19165_0	36045_0
19165_0	50437_0
19167_0	19167_0
19168_0	19168_0
19169_0	19169_0
19171_0	19171_0
19178_0	19178_0
19179_0	19179_0
19181_0	19181_0
19185_0	19185_0
19187_0	19187_0
19191_0	19191_0
19195_0	19195_0
19196_0	19196_0
19196_0	19193_0
19197_0	19197_0
19197_0	4271_0
19198_0	19198_0
19200_0	19200_0
19206_0	19206_0
19211_0	19211_0
19211_0	5117_0
19211_0	5948_0
19211_0	5949_0
19211_0	17963_0
19211_0	19210_0
19211_0	19212_0
19214_0	19214_0
19214_0	19213_0
19216_0	19216_0
19217_0	19217_0
19218_0	19218_0
19220_0	19220_0
19221_0	19221_0
19225_0	19225_0
19228_0	19228_0
19228_0	19227_0
19229_0	19229_0
19230_0	19230_0
19230_1	19230_1
19231_0	19231_0
19234_0	19234_0
19234_0	19233_0
19235_0	19235_0
19236_0	19236_0
19236_0	7370_0
19244_0	19244_0
19246_0	19246_0
19248_1	19248_1
19248_1	7301_0
19248_1	19203_0
19251_0	19251_0
19252_0	19252_0
19253_0	19253_0
19266_0	19266_0
19267_0	19267_0
19270_0	19270_0
19271_0	19271_0
19274_0	19274_0
19282_0	19282_0
19283_0	19283_0
19285_0	19285_0
19286_0	19286_0
19286_0	16905_0
19287_0	19287_0
19288_0	19288_0
19290_0	19290_0
19290_0	27613_0
19293_0	19293_0
19293_0	19061_0
19294_0	19294_0
19298_0	19298_0
19300_0	19300_0
19302_0	19302_0
19303_0	19303_0
19312_0	19312_0
19314_0	19314_0
19315_0	19315_0
19317_0	19317_0
19317_0	18124_0
19318_0	19318_0
19319_0	19319_0
19321_0	19321_0
19322_0	19322_0
19322_1	19322_1
19325_0	19325_0
19327_0	19327_0
19328_0	19328_0
19329_0	19329_0
19330_0	19330_0
19333_0	19333_0
19333_1	19333_1
19333_1	15606_1
19333_2	19333_2
19333_2	15606_2
19335_0	19335_0
19335_0	16803_0
19335_0	17453_0
19335_0	19336_0
19335_0	26991_0
19335_0	34232_1
19335_0	19335
19339_0	19339_0
19340_0	19340_0
19353_0	19353_0
19354_0	19354_0
19357_0	19357_0
19357_0	19358_0
19357_0	27102_0
19357_0	27103_0
19363_0	19363_0
19363_0	19362_0
19364_0	19364_0
19365_0	19365_0
19365_0	26970_0
19365_0	26971_0
19365_0	34036_0
19366_0	19366_0
19366_0	19367_0
19366_0	34172_0
19368_0	19368_0
19370_0	19370_0
19370_0	4581_0
19370_0	6699_0
19370_0	16340_0
19370_0	19369_0
19370_0	19371_0
19370_0	CD9K
19372_0	19372_0
19379_0	19379_0
19380_0	19380_0
19390_0	19390_0
19391_0	19391_0
19392_0	19392_0
19394_0	19394_0
19395_0	19395_0
19395_0	5455_0
19395_0	5755_0
19395_0	15949_0
19397_0	19397_0
19397_0	27527_0
19398_0	19398_0
19403_0	19403_0
19404_0	19404_0
19415_0	19415_0
19415_0	18898_0
19416_0	19416_0
19417_0	19417_0
19419_0	19419_0
19421_0	19421_0
19421_0	5706_0
19421_0	19422_0
19423_0	19423_0
19423_0	17632_0
19426_0	19426_0
19426_0	5236_0
19427_0	19427_0
19429_0	19429_0
19429_0	19428_0
19431_0	19431_0
19433_0	19433_0
19436_0	19436_0
19438_0	19438_0
19442_0	19442_0
19443_0	19443_0
19443_0	4380_0
19444_0	19444_0
19444_0	19439_0
19446_0	19446_0
19447_0	19447_0
19447_0	16641_0
19449_0	19449_0
19451_0	19451_0
19453_0	19453_0
19458_0	19458_0
19458_0	6149_0
19459_0	19459_0
19460_0	19460_0
19464_0	19464_0
19473_0	19473_0
19473_0	19472_0
19477_0	19477_0
19478_0	19478_0
19479_0	19479_0
19481_0	19481_0
19481_0	19480_0
19482_0	19482_0
19483_0	19483_0
19483_0	19487_0
19483_0	19488_0
19485_0	19485_0
19486_0	19486_0
19489_0	19489_0
19489_0	7025_0
19494_0	19494_0
19494_0	19499_0
19494_0	19500_0
19495_0	19495_0
19496_0	19496_0
19498_0	19498_0
19502_0	19502_0
19508_0	19508_0
19508_0	16082_0
19510_0	19510_0
19510_0	18018_0
19518_0	19518_0
19518_1	19518_1
19523_0	19523_0
19525_0	19525_0
19526_0	19526_0
19530_0	19530_0
19533_0	19533_0
19535_0	19535_0
19539_0	19539_0
19540_0	19540_0
19541_0	19541_0
19542_0	19542_0
19544_0	19544_0
19544_0	15257_1
19544_0	19546_0
19544_0	19547_0
19544_0	19548_0
19544_0	19549_0
19550_0	19550_0
19551_0	19551_0
19551_0	27070_0
19552_0	19552_0
19553_0	19553_0
19554_0	19554_0
19562_0	19562_0
19562_0	4790_0
19563_0	19563_0
19563_0	5981_0
19563_0	19564_0
19563_0	19565_0
19563_0	19566_0
19563_0	19567_0
19568_0	19568_0
19569_0	19569_0
19579_0	19579_0
19585_0	19585_0
19589_0	19589_0
19596_0	19596_0
19598_0	19598_0
19599_0	19599_0
19600_0	19600_0
19601_0	19601_0
19604_1	19604_1
19605_0	19605_0
19606_0	19606_0
19607_0	19607_0
19610_0	19610_0
19613_0	19613_0
19614_0	19614_0
19615_0	19615_0
19615_0	19616_0
19615_0	19743_0
19615_0	19744_0
19617_0	19617_0
19617_0	25600_0
19617_0	25819_0
19618_0	19618_0
19621_0	19621_0
19622_0	19622_0
19623_0	19623_0
19625_0	19625_0
19626_0	19626_0
19626_1	19626_1
19627_0	19627_0
19628_0	19628_0
19632_0	19632_0
19633_0	19633_0
19635_0	19635_0
19642_0	19642_0
19643_0	19643_0
19646_0	19646_0
51475_0	51475_0
51478_0	51478_0
51478_0	34717_0
51479_0	51479_0
51481_0	51481_0
51483_0	51483_0
51485_0	51485_0
51486_0	51486_0
51488_0	51488_0
51495_0	51495_0
51503_0	51503_0
51503_0	51502_0
51504_0	51504_0
51508_0	51508_0
51508_0	15313_0
51516_0	51516_0
51516_0	19049_0
51518_0	51518_0
51521_0	51521_0
51522_0	51522_0
51532_0	51532_0
51534_0	51534_0
51565_0	51565_0
51566_0	51566_0
51597_0	51597_0
51597_0	51596_0
51598_0	51598_0
51603_0	51603_0
51603_0	51604_0
51603_0	51605_0
51611_0	51611_0
51624_1	51624_1
51625_0	51625_0
51628_0	51628_0
51628_0	51627_0
51631_0	51631_0
51631_0	34692_1
